logo src,project_name,project_link,chain_platform,category,issue,funds_lost,date
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60d5b9aa452b2.png,burn12,,ETH,,Exit Scam,"$2,545 ",01.01.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60f18f9c139f1.png,Q DAO Governance token v2.0,,BSC,Token,Honeypot,"$2,544 ",26.03.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60d4eada28e28.png,K3psav.Finance,http://k3psav.finance/,ETH,,Exit Scam,"$2,512 ",18.12.2020
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60d5e11610e76.png,x20 finance,,ETH,,,"$2,501 ",16.11.2020
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60d61a0a865a8.png,Keep3r.info,https://keep3r.info/,ETH,Token,Honeypot,"$2,457 ",08.12.2020
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60d5d594e8618.png,House of paper,http://houseofpaper.finance/,ETH,Token,Honeypot,"$2,338 ",11.11.2020
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60d5bb3d93535.png,Devilishburning Farm,http://devilishburning.farm/,ETH,,Exit Scam,"$2,329 ",06.11.2020
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60d5ee3dd8c1c.png,Gh1z.finance,http://gh1z.finance/,ETH,,Exit Scam,"$2,137 ",23.11.2020
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60d61a5a6fa34.png,Sauron,,ETH,Token,Honeypot,"$2,003 ",09.12.2020
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60d58d4c064ef.png,Keep3rX.finance,https://keep3rx.finance/,ETH,,Exit Scam,"$1,813 ",05.11.2020
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60d5ef52879af.png,Mother of All Ponzis,,ETH,,Exit Scam,"$1,336 ",22.12.2020
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60d5b9d957a9b.png,L4CK,,ETH,,Exit Scam,"$1,321 ",25.12.2020
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60d5d6675b81b.png,Bloody Finance,https://bloody.finance/,ETH,,Exit Scam,"$1,289 ",05.11.2020
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60d61598e962d.png,Ba5ic finance,http://ba5ic.finance/,ETH,,Exit Scam,"$1,055 ",02.12.2020
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60d5d791cd14a.jpeg,Horus Finance,http://horus.finance/,ETH,Token,Honeypot,$991 ,30.10.2020
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60d609627f6a6.png,Maxliq.ml,http://maxliq.ml/,ETH,,Exit Scam,$898 ,24.11.2020
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60d6180585b99.png,Farmland Network,http://farmland.network/,ETH,,Exit Scam,$892 ,07.12.2020
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60d59fb7819a3.png,Sonic Swap,http://sonicswap.io/,ETH,,Exit Scam,$824 ,20.12.2020
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/61b0e25c7dc1f.png,AutobotDefi,https://fantom.autobotdefi.com/,FANTOM,,Exit Scam,$797 ,05.12.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60d5dd3894b0b.png,Trump Swap,http://trumpswap.org/,ETH,Token,Honeypot,$795 ,23.10.2020
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60d6114bc572f.png,Enjo,https://enjo.network/,ETH,,Exit Scam,$762 ,27.11.2020
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60d5baeb98e8b.png,CAP5,,ETH,,Exit Scam,$760 ,08.11.2020
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60d618678221b.png,Gaia protocol,,ETH,,Exit Scam,$598 ,07.12.2020
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60d5e380a4866.jpeg,Potatos Finance,https://potatosfinance.com/,BSC,,Exit Scam,$569 ,16.12.2020
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60d615f65ce56.png,Waronrug degen token,,ETH,,Exit Scam,$555 ,05.12.2020
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/615abee00a8d6.png,DAOstreetbets,,BSC,Token,Honeypot,$548 ,04.10.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60d5ba62bb413.png,SAILSAN,,ETH,,Exit Scam,$426 ,09.11.2020
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/611e613a175de.png,GoldenFarm,https://app.goldenfarming.org/,BSC,,Exit Scam,$396 ,07.12.2020
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60d5dcef69500.png,BOMBHEAD token,,ETH,Token,Honeypot,$342 ,23.10.2020
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60d5ba84ef23c.png,Dswap,,ETH,,Exit Scam,$330 ,09.11.2020
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60d617969be46.png,Jin Finance,https://jin.finance/,ETH,Token,Honeypot,$277 ,07.12.2020
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60d4ff44b8320.jpeg,Waffle Finance,https://wafflefinance.com/,BSC,,,$23 ,05.02.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/60d4feb3dd3b7.png,Hyft finance,,BSC,,,$16 ,08.02.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/631f3ab1cbb00.jpeg,Gera Coin,https://geracoin.io/,ETH,Token,Exploit,,07.09.2022
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/622fce08c852c.jpeg,TreasureDAO,https://www.treasure.lol/,ARBI,,Exploit,,03.03.2022
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/61e043cc71e3b.jpeg,PancakeSwap,https://pancakeswap.finance/,BSC,Exchange (DEX),Exploit,,03.11.2020
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/61b8e978d9ec2.jpeg,Gelato,https://www.gelato.network/,ETH,,Exploit,,11.12.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/61b38bd7ec236.jpeg,ScareCrow,https://www.scarecrow.fi/,FANTOM,,Abandoned,,07.12.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/617ad97ce7aa3.jpeg,Cream Finance,https://cream.finance/,ETH,Exchange (DEX),Exploit,,17.03.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/616ec85934d0b.jpeg,UNIYSWAP,https://uniyswap.com/,ETH,,Exit Scam,,18.10.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/616d696304f38.jpeg,Mystery,https://t.me/mystery_swap,FANTOM,,Exit Scam,,17.10.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/616d68b47f8bc.png,FlokiFarmToken,,FANTOM,,Exit Scam,,17.10.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/61657cd36895a.jpeg,Daughter Doge Revenge Token,https://house.daughterdoge.finance/farms,BSC,,Exit Scam,,11.10.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/616444b608c6a.jpeg,SaturnBeam,http://www.saturnbeam.finance/,ETH,,Exit Scam,,09.10.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/61643f34a1f3f.png,Polyrock Finance,https://polyrock.finance/,POLYGON,,Exit Scam,,09.10.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/6164106fb9515.png,AwakenedToken,https://awakened.finance/,FANTOM,,Exit Scam,,10.10.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/61640ec073e6e.jpeg,LionKingToken,,FANTOM,,Exit Scam,,10.10.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/615f159260fc3.jpeg,OneCoin,,,,Exit Scam,,07.03.2016
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/615ec0525b606.jpeg,PolyRainbowToken,https://polyrainbow.finance/,POLYGON,,Exit Scam,,07.10.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/615d543663b16.png,Symmetry.Markets,https://symmetry.markets/,BSC,,Exit Scam,,06.10.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/615d5363a565e.jpeg,PolarBearToken,,POLYGON,,Exit Scam,,06.10.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/615712c99afda.jpeg,Hallowenswap,https://hallowenswap.online/,POLYGON,,Exit Scam,,01.10.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/6155787f48383.png,cArbFarm,https://carb.farm/farms,ETH,,Exit Scam,,30.09.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/615577cbeaee6.png,ChocSwap.finance,https://chocswap.finance/,BSC,,Exit Scam,,30.09.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/6154249472495.png,PolyGladiatorToken,https://polygladiator.farm/,POLYGON,,Exit Scam,,29.09.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/615305d1245f8.png,MagicToken,,FANTOM,,Exit Scam,,28.09.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/61519cac567a3.png,PolyMountain,,POLYGON,,Exit Scam,,27.09.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/615194a546142.png,PolyHomerToken,,POLYGON,,Exit Scam,,27.09.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/614b1f29c369f.png,CoffeeSwap Arbitrum,https://arb.coffee/,ETH,,Exit Scam,,22.09.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/6148598fe6ab9.png,PlugToken,https://www.polyplug.farm/,POLYGON,,Exit Scam,,20.09.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/6148587e5a61a.png,PenginFinance Token,https://pengin.finance/farms,BSC,,Exit Scam,,20.09.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/614857b5e4f47.jpeg,INTERSWAP,https://interswap.finance/farms,BSC,Exchange (DEX),Exit Scam,,20.09.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/6142f06d59c18.jpeg,GullFinance Token,https://gullfinance.pro/,POLYGON,,Exit Scam,,16.09.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/6142ee114ad86.png,MikuMilk Finance,https://mikumilk.finance/,AVAX,,Exit Scam,,16.09.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/6141ff5842884.png,BloodySwap,https://www.bloodyswap.finance/,POLYGON,,Exit Scam,,15.09.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/6141fe9723ad6.jpeg,Earth DeFi Avalanche,https://earthdefi.finance/,AVAX,,Exit Scam,,15.09.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/6141fd2aec967.png,GulliFinance,https://gullfinance.pro/,POLYGON,,Exit Scam,,15.09.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/613f2b6bb1011.jpeg,TrollFace,https://trollface.finance/,BSC,,Exit Scam,,13.09.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/613b40de7bf01.jpeg,Gold Finance,https://www.goldfinance.farm/,BSC,,Exit Scam,,10.09.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/613770fa0536e.png,MoneyTreeFarm,https://www.themoneytree.farm/,POLYGON,,Exit Scam,,07.09.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/613770116c4a9.png,White Moon Finance,https://whitemoon.finance/,BSC,,Exit Scam,,07.09.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/6135e4d739efc.png,Swaaaaap.com,https://swaaaaap.com/,BSC,,Exit Scam,,06.09.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/6135e2e6763aa.png,BeastMode Token,https://beastmode.finance/?refer=0x9D4c31a3f6630D3B9aE5f04BA08DdFA21Acf2e19#/,BSC,Exchange (DEX),Exit Scam,,06.09.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/6135e23939cc2.png,Valorant Finance,https://www.valorant.life/,BSC,,Exit Scam,,06.09.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/6135e13af1e40.png,Euro Token,https://www.euroswap.me/,POLYGON,,Exit Scam,,06.09.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/6135e07aed693.png,PolyGoose Token,https://farm.polygoose.io/farms,POLYGON,,Exit Scam,,06.09.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/6135df959946e.jpeg,Cheetah Token,https://cheetahfinanceapp.com/,POLYGON,,Exit Scam,,06.09.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/6135deda6b672.jpeg,Red Eagle Token,http://redeagle.farm/,BSC,,Exit Scam,,06.09.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/6135dd5c662cc.png,HarvestLock,https://www.harvestlock.farm/,BSC,,Exit Scam,,06.09.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/6135dbe7d2e75.png,TreeToken,https://www.themoneytree.farm/,POLYGON,,Exit Scam,,06.09.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/6135d590de311.png,White Moon Finance,https://whitemoon.finance/,BSC,,Exit Scam,,06.09.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/61320b2105497.png,Sigma,https://sigmafarm.finance/?ref=0k9Q4p31n3s6630Q3O9nR5s04ON08QqSN21Nps2r19,POLYGON,,Exit Scam,,03.09.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/61320a48e757b.png,BabyCakeGold,https://t.me/babycakegold,BSC,,Exit Scam,,03.09.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/613208e4adf29.jpeg,Rapture,https://www.rapture.cash/,POLYGON,,Exit Scam,,03.09.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/613207c09de02.png,Stonks Token,https://stonks.ventures/,BSC,,Exit Scam,,03.09.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/613205c3e4527.png,Fisherman Finance,http://ww38.fisherman.io/,BSC,Exchange (DEX),Exit Scam,,03.09.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/613203e0bf1f1.png,Golden Bar Farm,https://goldbar.farm/,BSC,,Exit Scam,,03.09.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/6132035512f15.png,PolyApe Token,https://polyape.exchange/,POLYGON,,Exit Scam,,03.09.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/613202c446f6c.png,Fire Swap,https://t.me/fireswapfinance,BSC,,Exit Scam,,03.09.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/6132021bd0230.jpeg,Pikachu Swap,https://t.me/pikachuswap,ETH,,Exit Scam,,03.09.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/6132012f375fb.png,Polysafemoon,https://polysafemoon.net/farms,POLYGON,,Exit Scam,,03.09.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/6127b129472d2.jpeg,Iron Finance (2),https://polygon.iron.finance/,POLYGON,,Bank Run,,16.06.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/611ce000ee89e.png,Pirate Farm,https://piratedefi.farm/,BSC,,Exit Scam,,16.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/61262d7575a66.png,YFARM,https://farm.yffs.finance/,ETH,,Exit Scam,,14.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/61262dda7686e.png,Corgi Finance,https://www.corgifinance.space/,POLYGON,,Exit Scam,,03.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/61262e452867f.jpeg,Planetswap Uranus,https://uranus.planetswap.app/,POLYGON,,Exit Scam,,05.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/61262eeab4a32.jpeg,Yoshi Defi,https://yoshi.polygonswaps.com/?__cf_chl_jschl_tk__=pmd_6bf92de70b918c36050fd11c85d13ed322fd48b0-1629110370-0-gqNtZGzNAc2jcnBszQjO,POLYGON,,Exit Scam,,10.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/611a4008e34f2.png,BeaverSwap.finance,https://beaverswap.finance/farms,BSC,,Exit Scam,,08.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/611a3fc0295cc.png,PolyMind,https://polymind.farm/,POLYGON,,Exit Scam,,11.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/611a3f6c34db2.png,Photon-Swap,https://bsc.photon-swap.com/?refer=9D4c31a3f6630D3B9aE5f04BA08DdFA21Acf2e19,BSC,,Exit Scam,,08.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/61263a7b389d0.png,VIVAToken,https://viva.insure/,BSC,,Exit Scam,,09.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/611a3de8e8f45.png,Happy Frog Finance,https://t.me/happyfrogfinance,BSC,,Exit Scam,,12.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/61263b933baa5.png,Rimau Finance,https://rimau.finance/farms,BSC,,Exit Scam,,12.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/611a3d434be32.png,0xNinja,https://0xpolygon.ninja/,POLYGON,,Exit Scam,,14.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/61263c9cbe9ed.png,Red Rose Finance,https://redrose.finance/,BSC,,Exit Scam,,15.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/610d4b059b23a.jpeg,JI Finance,https://ji.finance/,ETH,,Abandoned,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/61264e8dc42e7.jpeg,Kingdomswap,https://kingdomswap.finance/#/,BSC,,Exit Scam,,25.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/610d10da38d40.png,Goldbar.finance,https://goldbar.finance/,BSC,,Exit Scam,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/6126502025b48.jpeg,Pablo Escobar,https://pabloescobar.finance/,BSC,,Exit Scam,,25.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/610d0e7f28289.png,BoobsDefi,http://boobsdefi.finance/,BSC,,Exit Scam,,25.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/612653484c20f.jpeg,Meowswap Token,http://meowswap.finance/,BSC,Exchange (DEX),Exit Scam,,25.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/612653c9607eb.jpeg,SaturnSwap Token,https://saturnswap.finance/,BSC,,Exit Scam,,25.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/610d0d6f4727b.png,Tripland,https://tripland.finance/,BSC,,Exit Scam,,25.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/612654c3e02ea.png,Demeter Chain,https://demeterfinance.org/,ETH,,Exit Scam,,25.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/610d0cfb8115e.png,SageSwap Token,https://sageswap.finance/,BSC,,Exit Scam,,25.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/610d0cb1edd09.png,Rick.finance,https://www.rick.finance/,BSC,,Exit Scam,,25.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/610d0c6f67a88.png,Delicacydefi,https://delicacydefi.com/,BSC,,Exit Scam,,25.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/610d0ba0f2764.png,Durianswap,https://durianswap.com/,BSC,,Exit Scam,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/61276afdeccb6.png,Geckoswap,https://geckoswap.finance/,BSC,,Exit Scam,,26.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/61276b5f8f2bf.png,Deerdefi,https://www.deerdefi.finance/,BSC,,Exit Scam,,26.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/610cfdf2cd0dd.png,SAFU Finance,https://sf2.safufinance.xyz/,BSC,,Exit Scam,,26.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/610cfc79de401.png,DunkSwap Token,https://dunkswap.finance/,BSC,,Exit Scam,,26.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/610cf946b9eae.png,RUM COIN,https://rumstaking.com/,ETH,,Exit Scam,,26.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/61277254e36ec.png,Antisocial.finance,https://antisocial.finance/,BSC,,Exit Scam,,26.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/612773aabaf5e.jpeg,SunnyDefi finance,https://sunnydefi.finance/,BSC,,Exit Scam,,26.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/610cf8657f4ba.png,NoaSwap,https://noaswap.com/,BSC,,Exit Scam,,26.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/6127804e9c565.png,Aladdin,https://suspended.hawkhost.com/,BSC,,Exit Scam,,26.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/610cf7e219057.png,Ozone Finance Token,https://ozone.finance/,BSC,,Exit Scam,,26.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/610cf7bacea7e.png,Original.finance,https://original.finance/,BSC,,Exit Scam,,26.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/610cf7809eaa3.png,Snakedefi,https://swap.snakedefi.com/,BSC,,Exit Scam,,26.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/61278c9a317ac.png,BACON,https://www.baconswap.org/,ETH,,Exit Scam,,26.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/610cf6f92985f.png,MYSTERYToken,https://mystery.farm/,BSC,,Exit Scam,,26.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/610cf6aa2fc90.png,Elara Finance,https://elara.finance/,BSC,,Exit Scam,,26.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/610cf6603d16a.png,crocofi.org(CROCO),https://crocofi.org/,BSC,,Exit Scam,,26.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/61278ffea797a.jpeg,Vine Protocol,https://vineprotocol.com/,BSC,,Exit Scam,,26.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/610cf57145f58.png,Mortal Kombat,https://mortalkombat.finance/,BSC,,Exit Scam,,26.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/610cf4b9c5992.png,Dragonfly,https://dragon-fly.finance/,BSC,,Exit Scam,,26.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/61279bdc1f257.jpeg,Uranium U92,https://app.uranium.finance/,BSC,,Exit Scam,,26.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/61279c764b278.png,Raccoon Swap,https://raccoonswap.finance/,BSC,,Exit Scam,,26.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/6127a78c90152.png,WindSwap,https://windowswap.finance/,BSC,,Exit Scam,,26.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/6127aa7289378.png,Axe Token,https://axedefi.com/,BSC,,Exit Scam,,26.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/610cf0ae243d6.png,DogX Token,https://app.dogx.io/,BSC,,Exit Scam,,26.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/610c083131f46.png,SeaShell.Financ,https://seashell.finance/,BSC,,Exit Scam,,26.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/6127ac8be17a3.png,Polyfox.finance,https://polyfox.finance/,POLYGON,,Exit Scam,,26.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/610c06a66c1b4.png,Zenko,https://app.zenko.finance/,POLYGON,,Exit Scam,,26.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/610c0673d8eae.png,Pumaswap Token,https://pumaswap.fi/,BSC,,Exit Scam,,26.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/610c063fe526a.png,Missile,https://www.missile.farm/,BSC,,Exit Scam,,26.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/610c05db1ba40.png,Mummy Token,https://zombie-farm.com/graves,BSC,,Exit Scam,,26.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/6127b201d1902.jpeg,Fish Token,https://sailorswap.io/sale,ETH,,Exit Scam,,26.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/610c0528bd46e.png,MerlinLab,https://www.merlinlab.com/,BSC,,Exit Scam,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/6128e13779b61.jpeg,Cobrafinance.org,https://www.cobrafinance.org/,BSC,,Exit Scam,,27.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/6128e183bca73.jpeg,Haikyu,https://www.haikyu-defi.com/,BSC,,Exit Scam,,27.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/6128e1c694824.png,Zombies Farm,https://zombie-farm.com/graves,BSC,,Exit Scam,,27.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/6128e262abc15.png,RavenSwap,https://www.ravenswapdefi.com/,BSC,,Exit Scam,,27.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/6128e2a24dd07.png,Astro Yield,https://spacefi.finance/,BSC,Exchange (DEX),Exit Scam,,27.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/610bbb2528684.png,KingDefi.finance,https://www.kingdefi.finance/,BSC,,Exit Scam,,27.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/6128e41826e91.jpeg,Polyvee Finance,http://ww25.polyveefinance.com/?subid1=20210805-2017-2631-bc5d-3e4978b32b57,POLYGON,,Exit Scam,,27.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/6128e454243be.png,PolyGold,https://polygold.finance/,POLYGON,,Exit Scam,,27.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/610bb9bbc0f7c.png,PolyIon,https://polyion.net/,POLYGON,,Exit Scam,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/610bb962427f5.png,Dooog Finance,https://suspended.hawkhost.com/,BSC,,Exit Scam,,27.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/610bb8db74bc7.png,Taba Finance,https://taba.finance/,BSC,,Exit Scam,,
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/6128f4273164a.png,PolyWeed,https://app.polyweed.finance/,POLYGON,,Exit Scam,,27.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/6128f46c9a0e7.jpeg,Aura Finance,https://dapp.aurafi.org/,FANTOM,Exchange (DEX),Exit Scam,,27.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/6128f56c37946.png,Dino Finance,https://dinosaurfinance.vercel.app/,POLYGON,Exchange (DEX),Exit Scam,,27.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/61290019e45c3.png,PUGDOG INU,https://pugdog.finance/,BSC,,Exit Scam,,27.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/612900b08d7f4.png,Shadowswap Finance,https://shadowswap.app/farm,FANTOM,,Exit Scam,,27.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/612900e8d2011.png,Glockswap,http://ww17.glockswap.com/,POLYGON,,Exit Scam,,27.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/61290193e3d42.jpeg,Evilswap,https://evilswap.finance/#/,BSC,,Exit Scam,,27.08.2021
https://safefiles.defiyield.info/safe/files/scamDatabase/logo/612901efaa5db.png,DinoSwap.farm,https://www.dinoswap.farm/,BSC,Exchange (DEX),Exit Scam,,27.08.2021
